label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13	col_14
4	175 mph	1.5388	Chris	boxing	939	Vani	-684 m/s	2442	910	2063	-1.5234	0.7774	Computer Engineering	-1447	-0.1344
7	-174 mph	0.8125	Inan	tennis	-122	Inan	2328 m/s	-201	-539	1217	-1.738	0.5596	Computational Media	319	2.5773
2	588 mph	0.2756	Reilly	track & field	-613	Lise	479 m/s	-726	1434	-1013	0.6812	1.2178	Applied Mathematics	-534	0.5961
6	-1209 mph	0.2227	Tony	motor sports	891	Chris	1311 m/s	-25	337	706	2.0542	0.0468	Human Computer Interaction	971	0.6921
1	570 mph	0.5496	Fabrice	baseball	-169	Andrew	17 m/s	-413	854	-840	0.0192	1.2394	Bioinformatics	-797	1.5383
0	1224 mph	-0.1758	Inan	badminton	739	Eriq	554 m/s	1392	80	-115	0.6336	0.6816	Electrical Engineering	1682	-0.1935
1	1155 mph	1.1325	Fabrice	baseball	353	Andrew	717 m/s	733	34	906	0.1557	1.0638	Bioinformatics	-2387	N/A
1	361 mph	0.5277	Fabrice	tennis	-573	Andrew	2076 m/s	615	124	1006	2.0827	2.1669	Bioinformatics	3069	-0.4174
5	566 mph	-0.1861	None	football	1216	Sam	-25 m/s	68	-209	182	1.0238	0.7002	Biotechnology	-871	0.35
5	50 mph	0.1385	Vani	running	999	Sam	363 m/s	1067	1227	1968	-0.7715	1.0521	Biotechnology	76	0.0126
1	781 mph	0.7442	Fabrice	baseball	1322	Andrew	863 m/s	920	482	517	1.1762	1.2074	Bioinformatics	241	1.1038
2	916 mph	1.4085	Vani	track & field	149	Reilly	1583 m/s	2175	366	-1013	-0.9664	1.6882	Applied Mathematics	523	0.3188
6	1711 mph	0.1902	Tony	ice hockey	1860	Fabrice	1423 m/s	-410	644	752	2.5181	0.3747	Games and Playable Media	-1624	1.0046
4	556 mph	2.0392	Chris	boxing	297	Sam	-502 m/s	1193	730	-692	0.1741	1.4692	Biotechnology	15	-0.2228
2	-432 mph	0.4616	Vani	track & field	-715	Lise	1348 m/s	609	857	2047	0.6949	0.1812	Data Science	2863	1.7149
6	2463 mph	N/A	Tony	golf	814	Fabrice	1912 m/s	1156	290	-665	1.7347	-0.085	Computer Game Design	1333	0.9944
6	928 mph	0.9104	Tony	ice hockey	1456	Chris	1248 m/s	-239	1086	-873	1.4192	0.2105	Games and Playable Media	1529	-0.2149
0	-774 mph	0.0596	Lise	badminton	130	Eriq	2749 m/s	642	1017	1108	0.1808	NULL	Electrical Engineering	1163	0.1396
1	405 mph	2.2715	Fabrice	BASEBALL	1246	Andrew	493 m/s	180	1218	1750	1.139	2.0382	Technology and Information Management	1143	2.1777
1	2197 mph	-0.3406	Fabrice	baseball	-964	Andrew	-61 m/s	298	-725	-150	1.5128	0.2955	Bioinformatics	1486	-0.3671
2	1161 mph	0.1497	Vani	TRACK & FIELD	922	Tony	?	923	1113	306	1.159	2.3498	Data Science	-1303	-0.6353
3	29 mph	1.1087	Michael	soccer	487	Tony	-355 m/s	1252	1217	1829	-0.3566	0.0142	Natural Language Processing	605	-0.2551
1	1458 mph	-0.1316	Fabrice	baseball	942	Andrew	1389 m/s	943	122	271	0.8884	2.3314	Bioinformatics	-2352	0.13
7	192 mph	-0.1273	Inan	basketball	516	Inan	-383 m/s	798	-71	-202	-0.0248	-0.07	Computational Media	1383	1.6928
7	476 mph	0.0	Chris	basketball	708	Inan	1106 m/s	-737	-394	-1574	1.1429	0.1825	Computational Media	-311	1.1138
3	102 mph	0.4641	Andrew	soccer	210	Tony	828 m/s	-70	397	965	0.9337	1.4105	Computer Science	943	-0.1182
6	396 mph	0.8203	Tony	golf	1316	Chris	2467 m/s	-587	342	-2065	0.3249	0.3742	Games and Playable Media	1038	0.6728
7	1410 mph	0.1687	Inan	boxing	307	Inan	1006 m/s	1575	-634	-2397	1.0785	0.4207		-229	-0.1157
2	1494 mph	1.3843	Reilly	track & field	6	Sam	159 m/s	-162	686	2402	0.0563	-0.5807	Applied Mathematics	-405	0.4611
2	870 mph	2.1725	Reilly	track & field	721	Lise	2215 m/s	1812	1368	-2114	0.6461	2.7359	Applied Mathematics	419	1.1332
5	-219 mph	-0.1829	Eriq	RUNNING	-358	Sam	701 m/s	-1056	-787	-141	-0.8817	0.9769	Biotechnology	1312	1.0707
5	189 mph	1.2783	Eriq	running	-648	Sam	1763 m/s	2817	834	238	-0.2338	-0.6022	Biotechnology	684	0.5216
6	956 mph	1.247	Tony	boxing	730	Fabrice	1609 m/s	1017	579	208	1.3742	0.8197	Human Computer Interaction	355	1.408
0	-163 mph	0.1022	Lise	badminton	829	Eriq	1446 m/s	651	80	620	0.3622	0.252	Statistics	68	1.4582
7	487 mph	-0.6099	Inan	basketball	1241	Inan	-340 m/s	1136	534	-354	-0.89	1.3388	Computational Media	-1	1.5766
5	-440 mph	-0.1971	Michael	football	1150	Sam	1252 m/s	-186	-116	783	0.0067	0.7598	Biotechnology	-1353	-0.0735
0	841 mph	0.2769	Lise	badminton	1311	Eriq	2188 m/s	984	402	-525	1.119	-0.2952	Bioengineering	1916	0.0325
3	672 mph	0.3389	Andrew	soccer	878	tONY	1262 m/s	2055	?	231	1.0317	2.2898	Natural Language Processing	790	1.9671
1	1053 mph	-0.3367	Fabrice	baseball	?	Andrew	-634 m/s	833	-261	1635	2.1471	1.4619	Bioinformatics	1862	0.6081
3	1410 mph		Andrew	Soccer	-318	Tony	232 m/s	2280	634	1529	1.2451	0.8185	Natural Language Processing	1871	2.1581
3	-139 mph	-0.6052	Andrew	soccer	-539	Tony	NULL	463	1166	1958	-2.0329	1.1808	Natural Language Processing	-167	1.4994
7	649 mph	1.2322	Inan	basketball	10	Inan	614 m/s	1934	263	1481	0.5293	-0.6646	Computational Media	1911	-0.7745
7	549 mph	-0.271	Inan	tennis	662	Inan	482 m/s	1815	253	1663	-0.0059	-0.4149	Computational Media	463	2.0037
2	1483 mph	1.9214	Chris	soccer	-296	Lise	-1241 m/s	261	292	-730	-0.6882	0.2233	Data Science	227	1.0964
0	-533 mph	-0.1722	Lise	motor sports	1454	Eriq	1814 m/s	1006	503	1147	-0.707	0.5018	Statistics	2261	0.5786
1	852 mph	0.315	Fabrice	baseball	435	Andrew	1272 m/s	1845	-660	-57	1.0774	0.89	Bioinformatics	208	0.1281
4	824 mph	0.885	Chris	?	1238	Vani	-280 m/s	2008	1163	1023	-0.0248	0.2177	Technology and Information Management	2228	0.6993
4	602 mph	1.9939	Chris	volleyball	514	Vani	750 m/s	463	318	757	-0.6376	2.1225	Computer Engineering	-933	-0.6119
5	303 mph	-0.0682	Eriq	running	1984	Sam	233 m/s	938	459	884	-0.5461	0.9807	Biotechnology	1369	-0.1577
1	1593 mph	1.6922	Fabrice	Baseball	243	Andrew	98 m/s	1609	1097	-73	-0.778	2.0472	Bioinformatics	952	0.8289
5	928 mph	0.4554	Sam	running	1832	Sam	2267 m/s	285	384	982	-0.436	1.8344	Biotechnology	1162	0.1914
7	-405 mph	0.4265	Inan	tennis	916	Inan	1832 m/s	1608	211	-815	0.4851	0.9372	Computational Media	1504	1.581
4	34 mph	1.5574	Inan	boxing	761	Vani	584 m/s	463	1858	582	-0.5547	1.6643	Robotics Engineering	154	-0.4831
7	974 mph	-0.0592	Inan	basketball	923	Inan	1751 m/s	202	-45	454	-1.7869	0.4753	Bioengineering	-1145	0.6162
6	1145 mph	1.4676	Lise	golf	1674	Chris	339 m/s	-20	1889	707	-0.3505	-0.3514	Games and Playable Media	83	-0.0822
4	241 mph	-0.0988	Chris	volleyball	1838	Vani	-42 m/s	1409	698	-556	0.3645	0.8269	Robotics Engineering	2	-0.7411
0	-55 mph	1.323	Lise	soccer	556	Michael	1726 m/s	2735	1994	554	2.1975	1.4407	Statistics	-611	-0.6694
6	-297 mph	0.6116	Tony	ice hockey	1181	chris	329 m/s	-170	37	?	0.9764	2.3018	Games and Playable Media	-349	0.9722
3	-377 mph	-1.5051	Andrew	soccer	320	Tony	374 m/s	299	1262	-811	1.5506	1.1422	Natural Language Processing	766	-0.3765
6	589 mph	1.4764	Tony	golf	1761	Fabrice	1815 m/s	-276	850	-215	-0.1159	-0.6543	Games and Playable Media	906	0.5583
3	1089 mph	0.2956	Andrew	soccer	908	Tony	1650 m/s	1391	634	914	0.7643	1.7085	Natural Language Processing	464	0.6684
3	567 mph	0.2085	Andrew	soccer	669	Tony	-931 m/s	181	549	98	0.668	1.857	Computer Science	-333	0.1743
7	-378 mph	0.6257	Inan	tennis	-132	Inan	1582 m/s	686	1097	177	-1.4381	2.0405	Computational Media	423	-0.0268
7	515 mph	-0.247	Inan	basketball	-401	Inan	1304 m/s	691	302	-433	-0.1927	1.898	Computational Media	600	0.8714
0	784 mph	0.1536	Lise	motor sports	889	Michael	-657 m/s	1039	-100	1402	NULL	-0.0215	Statistics	393	0.5507
3	568 mph	-0.0624	Andrew	soccer	562	Tony	286 m/s	448	1991	1208	-0.3921	0.3215	Computer Science	866	0.1424
6	879 mph	1.0972	Tony	n/a	1368	Fabrice	-273 m/s	834	1196	716	1.4973	-0.2731	Games and Playable Media	49	0.6592
0	-25 mph	0.1895	Andrew	motor sports	1378	Eriq	861 m/s	-537	171	-630	0.2043	-0.4204	Robotics Engineering	2190	1.9625
7	-733 mph	-0.584	Inan	basketball	-144	Inan	2657 m/s	2026	715	482	-0.2622	1.4546	COMPUTATIONAL MEDIA	53	0.4015
6	620 mph	0.1244	Tony	football	1135	Fabrice	2329 m/s	1226	1663	995	1.5094	0.525	Human Computer Interaction	1186	0.1874
3	1608 mph	0.0704	andrew	baseball	556	Tony	1152 m/s	483	1259	1070	0.7368	0.6551	Natural Language Processing	None	1.899
6	639 mph	1.0452	Tony	ice hockey	1910	aNDREW	378 m/s	157	950	-283	1.1318	1.1852	gAMES AND pLAYABLE mEDIA	-831	0.9557
2	2856 mph	1.8453	Vani	track & field	112	REILLY	1726 m/s	-2325	-87	330	1.8793	0.2841	Bioinformatics	-479	0.8284
7	-362 mph	0.2524	Inan	tennis	161	Inan	1723 m/s	2259	282	402	-0.4129	-0.5033	Computational Media	288	1.6979
5	1218 mph	-0.281	Michael	running	1453	Inan	586 m/s	-42	574	-786	-0.1701	-0.3336	Biotechnology	876	0.3617
7	509 mph	0.0845	Inan	basketball	1771	Inan	3132 m/s	1020	-440	89	0.1069	-0.2588	Computational Media	-214	0.8062
4	284 mph	1.8149	Chris	boxing	1663	Vani	2056 m/s	-402	1740	682	0.0071	-0.1607	Robotics Engineering	-1798	0.6039
7	1636 mph	-0.5849	Inan	tennis	1112	Inan	971 m/s	1121	4	27	0.1569	?	Computational Media	315	0.9592
5	193 mph	1.3182	Michael	football	-26	Sam	1320 m/s	1995	-694	14	-1.3887	2.8672	Biotechnology	123	0.281
2	-413 mph	0.4818	Reilly	track & field	-1262	Lise	1389 m/s	507	275	-2324	-1.0873	1.3279	Applied Mathematics	53	-0.3726
2	1506 mph	0.9305	Vani	track & field	871	Reilly	-95 m/s	1338	1840	437	0.0206	2.2938	Applied Mathematics	-858	1.1153
4	1331 mph	1.5114	Chris	volleyball	446	Vani	12 m/s	578	262	141	-1.5188	1.9072	Robotics Engineering	1420	0.3319
6	992 mph	1.9825	Tony	golf	656	Lise	687 m/s	-470	907	88	0.975	0.7875	Games and Playable Media	288	-0.2566
2	1504 mph	0.7158	Reilly	track & field	608	Reilly	-5 m/s	-199	575	400	0.6051	0.9992	Data Science	170	0.3622
1	-163 mph	0.3821	Fabrice	baseball	-288	Andrew	-714 m/s	928	-746	527	0.0584	2.2872	Electrical Engineering	829	0.5279
5	574 mph	0.0454	Eriq	football	1139	Sam	2323 m/s	-1448	813	-929	-0.118	1.5095	Biotechnology	1683	-0.0082
5	145 mph	-0.0081	Eriq	boxing	1047	Andrew	1567 m/s	171	490	-279	1.1881	0.6645	Biotechnology	1022	-0.1699
3	111 mph	-0.1156	Fabrice	soccer	382	Tony	1020 m/s	-291	204	-868	-1.236	0.0714	Computer Science	1496	0.8921
0	-950 mph	0.1733	Lise	motor sports	-77	Eriq	-690 m/s	379	310	-48	1.1333	0.4044	Electrical Engineering	-30	0.9512
5	291 mph	0.6328	Sam	boxing	1655	Sam	1605 m/s	1247	226	1397	-0.8661	2.0971	Biotechnology	1431	-1.3163
5	173 mph	0.0072	Eriq	football	2268	Sam	784 m/s	349	528	-133	0.1355	-0.1613	Biotechnology	1080	0.2801
1	300 mph	-0.5119	Fabrice	baseball	-156	Andrew	-905 m/s	831	111	29	0.8495	0.3444	Bioinformatics	-1359	-0.2914
6	2034 mph	1.9456	Tony	ice hockey	777	Fabrice	2507 m/s	1317	1743	-603	1.1717	0.2142	Games and Playable Media	961	0.7052
4	-342 mph	0.7504	Lise	baseball	-1174	Vani	-936 m/s	783	1681	-1056	0.4707	3.2422	Robotics Engineering	-236	-0.1935
3	-673 mph	-0.262	Andrew	soccer	817	Tony	3440 m/s	-864	569	1307	0.453	0.2499	Natural Language Processing	1829	0.6747
5	781 mph	-0.2122	Eriq	running	627	Sam	1221 m/s	920	647	1815	0.2747	1.2546	biotechnology	-552	-0.4049
1	715 mph	-0.3849	Fabrice	baseball	-977	aNDREW	532 m/s	-295	1318	-164	-0.9903	0.7063	Bioinformatics	-621	0.6523
7	483 mph	0.4902	Inan	basketball	292	Inan	363 m/s	1677	455	1729	1.2934	0.5778	Computational Media	-108	1.6394
2	720 mph	1.3666	Vani	basketball	-178	Lise	278 m/s	739	847	-157	0.3683	0.5286	Data Science	-200	1.3747
1	897 mph	0.5528	Fabrice	baseball	339	Reilly	1726 m/s	153	?	-1215	1.0397	1.093	Bioinformatics	636	0.5704
3	1085 mph	1.293	Andrew	soccer	2713	Tony	1834 m/s	164	244	-61	-0.3689	0.3185	Natural Language Processing	955	1.6
7	369 mph	0.2203	Chris	basketball	1193	Inan	1536 m/s	580	-141	-82	0.0541	-0.8874	Computational Media	-1138	0.9042
3	291 mph	-0.1003	Inan	soccer	6	Tony	-1688 m/s	1035	1103	-64	0.8595	2.657	Computer Science	2764	1.0529
1	1909 mph	0.2141	Fabrice	baseball	-519	Andrew	-1727 m/s	2596	-269	-643	0.8587	1.3844	Bioinformatics	70	0.0774
5	-150 mph	-0.6841	Eriq	running	2004	Sam	1000 m/s	909	1156	724	-1.2641	0.2755	Bioinformatics	1338	0.2933
7	-167 mph	0.332	inan	basketball	759	Inan	1794 m/s	1144	907	-10	-0.7908	-1.4148	Computational Media	1639	0.0957
5	-978 mph	-0.8982	Fabrice	running	2130	Sam	1404 m/s	-1520	-763	1879	-0.473	1.6095	Biotechnology	-698	-0.4338
0	582 mph	0.7294	Lise	motor sports	2036	Eriq	2401 m/s	150	-39	1299	0.5739	0.8379	bIOENGINEERING	1355	1.0853
6	-443 mph	0.88	Tony	golf	901	Chris	613 m/s	68	-341	1051	0.1183	0.0345	Games and Playable Media	788	0.1516
6	575 mph	2.6708	Tony	ice hockey	1386	Chris	409 m/s	552	-101	893	1.3485	0.5698	Computer Science	169	0.8635
4	-23 mph	0.5122	Chris	boxing	583	Vani	-1997 m/s	92	949	-274	-1.3944	2.1661	Robotics Engineering	-1333	0.7885
3	945 mph	0.0931	ANDREW	soccer	458	Tony	2728 m/s	34	750	-332	-0.5578	-0.1672	Computer Science	1192	0.7334
1	-1510 mph	0.9401	Fabrice	baseball	653	Andrew	-68 m/s	1802	653	-1135		0.7039	Bioinformatics	416	0.3465
3	-51 mph	-1.1305	Andrew	soccer	-121	Tony	-127 m/s	623	1067	189	2.139	1.6099	Computer Science	88	1.5827
7	-1062 mph	-0.6347	Inan	basketball	953	Inan	1937 m/s	-5	1252	-1024	0.1172	0.4312	Computational Media	-342	0.2817
0	-76 mph	0.7419	Lise	motor sports	141	Eriq	2249 m/s	310	31	1262	None	-0.3101	Statistics	1190	-0.0269
3	184 mph	1.2093	Andrew	soccer	1077	Tony	1619 m/s	-411	2357	1835	0.8289	0.755	computer science	1131	-0.1891
7	95 mph	-0.0899	Inan	tennis	-624	Inan	1086 m/s	76	1494	-486	?	-0.2898	Computational Media	-141	1.3888
5	1217 mph	-0.0908	Michael	running	1846	Vani	1862 m/s	1516	1333	-1331	-1.7056	1.407	Biotechnology	184	0.9392
5	1627 mph	-0.266	Sam	running	160	Sam	1003 m/s	1105	1023	801	0.0382	1.1686	Biotechnology	-510	-0.3546
7	506 mph	-0.5743	Inan	basketball	527	Inan	741 m/s	1772	1882	-216	-0.2673	2.3781	Computational Media	1369	1.4482
0	298 mph	1.0225	Lise	badminton	-510	Vani	2233 m/s	562	-66	-187	2.0867	-0.8377	Bioengineering	-176	0.2772
2	1379 mph	1.3038	Vani	tennis	-478	Reilly	1646 m/s	-58	1211	738	0.3814	1.6203	Data Science	-767	0.6304
0	1165 mph	-0.1589	Lise	motor sports	1676	Michael	1185 m/s	16	1326	1058	1.1594	0.6062	Electrical Engineering	102	0.4516
6	747 mph	0.2528	Tony	golf	591	Fabrice	1633 m/s	182	198	-33	2.0521	-0.4221	Games and Playable Media	1321	-0.5263
7	41 mph	0.6241	Inan	tennis	-954	Inan	1018 m/s	1592	-238	-1878	0.3649	2.0616	Computational Media	1293	0.4547
5	-929 mph	0.8474	Lise	running	-587	Sam	1441 m/s	554	287	-1238	0.6204	1.0367	Biotechnology	388	0.905
3	-361 mph	0.0315	Andrew	soccer	1081	Vani	-1660 m/s	505	870	267	-0.1622	0.452	Natural Language Processing	1302	0.4833
1	1310 mph	0.571	Fabrice	baseball	-955	Andrew	15 m/s	-122	1944	141	-0.4436	0.6541	Bioinformatics	400	0.0857
4	-162 mph	0.4657	Chris	volleyball	1006	Vani	1024 m/s	650	813	1146	0.0044	0.7207	Technology and Information Management	402	-0.136
3	480 mph	-1.5473	Andrew	soccer	700	Tony	-264 m/s	54	1218	-6	1.3293	1.0727	Electrical Engineering	1246	-0.2833
0	2226 mph	1.6836	Lise	baseball	1727	ERIQ	1302 m/s	803	-19	-397	2.5464	0.8008	Computer Engineering	321	1.0021
4	512 mph	1.1919	Chris	boxing	952	Lise	1201 m/s	446	673	2029	1.1945	0.7492	Technology and Information Management	442	0.5106
2	1218 mph	1.3262	Vani	track & field	-826	Reilly	-261 m/s	3082	-58	1619	0.1696	-0.5331	Data Science	685	0.9488
0	291 mph	1.5917	Lise	badminton	989	Eriq	498 m/s	23	-173	875	0.6882	0.8838	Statistics	1512	0.1731
6	564 mph	0.5347	Tony	golf	1483	Fabrice	1543 m/s	1347	2064	-1279	1.0723	0.6639	Human Computer Interaction	2524	-0.2157
7	446 mph	0.8432	Inan	tennis	1201	Inan	1969 m/s	751	-191	325	None	-0.339	Computational Media	-242	-0.3257
6	748 mph	1.6472	Tony	golf	1042	Chris	-1114 m/s	-1048	866	-233	1.1044	1.1456	Human Computer Interaction	1800	-0.248
2	-452 mph	0.9288	Vani	track & field	-281	N/A	445 m/s	-635	-636	-138	-1.6044	1.8186	Data Science	-1402	0.6045
7	615 mph	0.864	Chris	basketball	234	Inan	2436 m/s	1231	-51	51	2.5451	1.8409	Computational Media	320	1.6149
4	897 mph	2.23	Chris	boxing	2133	Vani	455 m/s	-28	1627	753	1.3661	-1.3576	Technology and Information Management	121	-0.8826
0	333 mph	0.165	Lise	motor sports	622	Eriq	432 m/s	1617	546	422	1.3746	1.749	Statistics	1843	0.28
1	781 mph	-0.6571	Fabrice	running	655	Andrew	575 m/s	425	-134	-459	0.0278	-0.9649	Computer Game Design	-383	-0.3611
2	263 mph	0.1844	Vani	track & field	514	Reilly	1312 m/s	252	1444	-220	-0.5155	-0.9991	Biotechnology	-287	1.446
0	-303 mph	0.1985	Lise	running	903	Michael	2415 m/s	1423	488	1542	0.9587	0.1944	Electrical Engineering	2092	1.2957
4	471 mph	0.6847	Chris	volleyball	1031	Vani	-935 m/s	1106	1717	1028	0.3254	1.3912	Robotics Engineering	801	0.8634
6	767 mph	1.154	Tony	golf	1447		441 m/s	2037	2212	783	1.369	-0.1517	Human Computer Interaction	1176	1.9502
1	860 mph	-0.2068	Fabrice	baseball	-755	Andrew	413 m/s	1859	756	-260	0.5655	1.2333	Bioinformatics	378	0.8785
0	-263 mph	0.0523	Fabrice	badminton	167	Michael	171 m/s	1620	35	-882	0.8617	-0.3098	Electrical Engineering	69	0.035
5	1924 mph	0.1037	Sam	volleyball	n/a	n/a	1099 m/s	292	87	312	0.0204	1.9076	Biotechnology	1170	0.3664
0	466 mph	0.9964	Lise	badminton	1470	Michael	1113 m/s	1250	635	578	3.2852	1.8488	Computer Science	1256	0.0442
7	1240 mph	1.0232	Inan	basketball	794	Inan	2006 m/s	735	-1667	1638	0.4604	0.1747	Computational Media	-878	0.3611
4	659 mph	2.0345	Chris	baseball	697	Vani	-1205 m/s	-523	333	-26	-0.5006	1.3643	Robotics Engineering	678	0.547
5	163 mph	-0.5772	Michael	football	1098	Sam	1729 m/s	-47	1418	-464	0.5228	0.3827	Biotechnology	790	0.4828
0	1522 mph	0.8706	Lise	motor sports	940	Eriq	1251 m/s	-463	-83	-17	1.4105	0.9661	Natural Language Processing	1653	-0.5145
2	35 mph	1.4027	Reilly	boxing	154	Reilly	330 m/s	1816	343	-815	-0.3787	0.1731	Data Science	652	1.2919
7	1175 mph	N/A	Inan	basketball	288	Inan	873 m/s	1739	570	74	-0.6563	1.1266	Computational Media	575	-0.9686
0	NULL	-0.3711	Lise	badminton	587	Eriq	477 m/s	263	-172	1437	0.7153	0.6547	Bioengineering	606	-0.7272
1	-1158 mph	0.209	Fabrice	baseball	-1026	Andrew	694 m/s	438	-304	-1737	1.4607	0.1844	Bioinformatics	438	0.1693
2	524 mph	-0.9972	Vani	Track & Field	1569	Lise	1792 m/s	1414	1517	80	0.1304	3.2614	Applied Mathematics	903	1.3448
2	1384 mph	0.3268	Reilly	track & field	194	Lise	744 m/s	744	1500	-399	0.7533	2.0049	Applied Mathematics	938	0.1682
5	-91 mph	1.0112	Sam	football	1092	Sam	1233 m/s	-1689	501	1138	0.3531	1.6524	Biotechnology	827	-0.1202
5	264 mph		Sam	football	881	sam	367 m/s	193	770	-1424	-0.4813	0.491	Biotechnology	669	0.0842
5	-1282 mph	-2.0128	Tony	football	1942	n/a	1508 m/s	323	-102	N/A	-0.4036	1.4924	Biotechnology	-776	-0.4093
7	883 mph	-0.4015	Inan	tennis	106	Inan	1388 m/s	926	-425	299	0.4855	1.3397	Computational Media	-392	0.0448
7	1944 mph	0.6383	Inan	basketball	1836	Inan	1547 m/s	-2076	673	-436	-0.3456	0.4841	Computational Media	-867	1.3692
1	868 mph	1.0341	Fabrice	baseball	985	Andrew	-441 m/s	386	633	-934	0.6715	0.4357	Bioinformatics	1709	0.8714
5	-242 mph	-0.6656	Michael	running	789	Sam	1048 m/s	504	648	909	0.9952	0.346	Biotechnology	-1871	-0.3262
6	382 mph	1.0509	Tony	golf	862	Fabrice	1375 m/s	343	1365	623	0.7614	0.9922	gAMES AND pLAYABLE mEDIA	-1565	0.0436
0	1321 mph	-0.3184	Lise	badminton	1133	Michael	-579 m/s	2007	322	527	-0.1706	2.1635	Bioengineering	-858	-0.3364
1	1050 mph	0.2827	Fabrice	baseball	-207	Andrew	459 m/s	1634	-483	-228	1.5106	1.3769	Bioinformatics	1824	0.9334
7	182 mph	1.0759	Inan	basketball	-136	Tony	2828 m/s	-546	486	139	0.1345	1.6034	Computational Media	-460	1.028
1	476 mph	0.246	Fabrice	baseball	-1090	Andrew	2011 m/s	1230	517	-568		1.2907	Bioinformatics	-417	0.5027
0	1382 mph	0.6777	Lise	motor sports	1215	Eriq	313 m/s	325	591	-556	0.7399	1.6165	Electrical Engineering	-536	0.9303
4	-1117 mph	1.7307	Chris	boxing	2022	vani	?	-544	-67	776	-1.3225	1.8618	Technology and Information Management	-155	N/A
3	395 mph	0.5628	Andrew	soccer	1342	Tony	1067 m/s	-10	926	944	0.1985	2.4805	Natural Language Processing	1454	1.5994
3	-472 mph	0.0356	Andrew	soccer	944	Tony	1809 m/s	-315	793	514	0.5281	-0.397	Natural Language Processing	423	-0.5351
7	-401 mph	0.4925	Inan	N/A	804	Inan	-79 m/s	446	-212	-306	-1.0093	0.3841	Computational Media	953	0.8496
1	-266 mph	0.0276	Fabrice	baseball	99	Chris	-1586 m/s	-106	1329	-913	1.9752	1.5546	Bioinformatics	838	0.3387
3	1088 mph	1.2424	Andrew	soccer	1186	NULL	1103 m/s	-575	1795	1368	0.9602	1.8875	Computer Science	-274	1.9985
3	-174 mph	-0.2494	Andrew	soccer	572	Tony	1195 m/s	93	1104	-60	-0.5779	0.4357	Computational Media	795	1.6572
7	1153 mph	-1.4979	Fabrice	basketball	433	Inan	1681 m/s	390	281	-1034	-0.0815	-0.1955	Computational Media	907	1.4559
1	1356 mph	0.5068	Fabrice	baseball	1131	aNDREW	-887 m/s	1639	35	1515	-0.2634	2.2347	Bioinformatics	-169	0.6389
7	-880 mph	1.1886	Inan	basketball	298	Inan	2525 m/s	1366	243	-690	0.4167	0.6793	Statistics	195	-0.3167
0	852 mph	0.083	Lise	badminton	547	Michael	-388 m/s	1772	1147	229	0.1919	1.1447	Statistics	1797	0.7818
0	-531 mph	-1.3613	Lise	motor sports	782	Michael	516 m/s	185	480	-1894	1.7148	1.4383	Technology and Information Management	1902	0.3108
7	-286 mph	0.1599	Inan	golf	1052	Inan	1052 m/s	144	-1097	-537	0.0981	-0.5015	Bioinformatics	1689	0.8952
7	1061 mph	0.1942	Inan	tennis	322	inan	937 m/s	536	-875	28	0.7261	0.0679	Biotechnology	1236	-0.1048
2	-64 mph	0.5797	Reilly	track & field	-21	Lise	2030 m/s	558	388	478	0.4749	1.853	Applied Mathematics	151	1.119
1	722 mph	0.1683	Michael	baseball	488	Andrew	1504 m/s	318	-90	-1767	1.1858	0.1329	Bioinformatics	677	0.3806
6	1476 mph	0.9094	Tony	GOLF	123	Chris	-103 m/s	-125	790	2145	1.2887	0.1633	Games and Playable Media	-291	0.6324
0	-264 mph	0.5184	Lise	motor sports	816	Eriq	1280 m/s	628	870	121	0.8124	-0.9099	Bioengineering	1228	0.3939
2	-31 mph	1.5331	Reilly	track & field	17	Reilly	1254 m/s	459	944	477	0.7056	2.4936	Applied Mathematics	-69	0.6
5	1655 mph	0.4131	MICHAEL	football	444	Sam	1607 m/s	611	1927	1740	-1.0711	-0.0545	Biotechnology	-88	-0.2545
4	1128 mph	1.4175	Chris	VOLLEYBALL	217	Vani	-781 m/s	1637	26	84	0.3834	1.935	Robotics Engineering	-884	0.3153
2	1215 mph	0.6376	Reilly	track & field	214	Lise	1962 m/s	1207	162	-1131	1.4636	1.5778	Data Science	-811	0.0679
2	1139 mph	0.6476	Tony	track & field	1296	Reilly	489 m/s	-370	2008	-735	0.6203	1.0474	Data Science	-397	0.2876
7	632 mph	N/A	Inan	volleyball	579	Inan	1228 m/s	-174	174	579	-1.2588	1.435	Computational Media	-116	0.5009
5	-153 mph	0.8485	Eriq	running	1550	Sam	-133 m/s	-2577	368	-21	0.4098	1.1102	Biotechnology	180	-0.7056
7	57 mph	-0.6339	Eriq	Tennis	544	Inan	941 m/s	2407	697	932	-0.5933	0.4729	Computational Media	-537	-0.6637
2	680 mph	1.362	Andrew	track & field	-2417	Reilly	1128 m/s	857	1223	-1028	0.6023	1.1626	Applied Mathematics	762	-0.2737
4	511 mph	1.1553	Eriq	boxing	876	Vani	352 m/s	178	1276	914	-0.7262	0.9698	ROBOTICS ENGINEERING	-209	0.7989
0	1263 mph	0.658	Lise	badminton	2586	Michael	-889 m/s	1213	-541	-114	0.5251	1.2701	Statistics	1540	0.3975
3	1906 mph	1.412	Andrew	soccer	1066	Tony	2778 m/s	188	294	79	-0.2584	1.026	Computer Science	-142	1.0555
